item_key,plant_code,material_id,regime,distribution_type,mean_daily_demand,cv_wd,mean_lead_time,cv_lead_time,delivery_observations,lead_time_stability,supplier_reliability,current_safety_stock_units,current_sap_slt_days,recommended_slt_days,slt_comparison_action,hard_escalation_flag,hard_reason_codes,selected_model,model_confidence,boundary_risk,escalation_flag,solver_used,policy_note,recommended_safety_stock,recommended_reorder_point,recommended_order_quantity,inventor_fill_rate_pct,sap_fill_rate_pct,universal_rq_fill_rate_pct,fill_gain_vs_sap_pct_pts,fill_gain_vs_universal_rq_pct_pts,inventor_total_cost,sap_total_cost,universal_rq_total_cost,cost_delta_vs_universal_rq,stockout_days_reduction_vs_sap,shortage_reduction_vs_sap,route_used,isolate_for_optimization,opportunity_score,optimization_reasons
PLANT_A__MATERIAL_0203,PLANT_A,MATERIAL_0203,Smooth,Normal,1035.5121,0.6195,0.0,0.0,0,Stable,0.66,7500.0,2.0,0.0,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=0.0, SS_normal=0 SS_spike=0 → SS=0, ROP=0, OQ=2596",3631,6814,2890,100.0,100.0,100.0,0.0,0.0,10257.6291,14829.3394,10257.6291,0.0,0.0,0.0,"(r,Q)",YES,0.0,thin_delivery_data
PLANT_A__MATERIAL_0221,PLANT_A,MATERIAL_0221,Smooth,Normal,347.0325,0.4428,2.5664,0.4637,118,Moderate,0.63,300.0,3.0,3.5,INCREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=674.8, SS_normal=1110 SS_spike=0 → SS=1110, ROP=3042, OQ=1782",1609,3567,2022,100.0,100.0,100.0,0.0,0.0,3744.8816,2644.3457,3744.8816,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_A__MATERIAL_0236,PLANT_A,MATERIAL_0236,Smooth,Normal,1348.5009,0.4904,2.6704,0.4657,169,Moderate,0.56,1000.0,3.0,4.5,INCREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=2771.1, SS_normal=4558 SS_spike=0 → SS=4558, ROP=12205, OQ=8167",5827,13580,9052,100.0,100.0,100.0,0.0,0.0,2779.927,2029.6927,2779.927,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_B__MATERIAL_0103,PLANT_B,MATERIAL_0103,Smooth,Normal,152.5912,0.5476,1.36,0.8014,39,Unstable,0.23,0.0,4.5,4.5,MAINTAIN,NO,,"(r,Q)",HIGH,HIGH,YES,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=172.0, SS_normal=283 SS_spike=0 → SS=283, ROP=643, OQ=2518",831,1743,2650,100.0,100.0,100.0,0.0,0.0,476.4984,353.1062,476.4984,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_B__MATERIAL_0131,PLANT_B,MATERIAL_0131,Smooth,Normal,802.6087,0.5293,0.28,1.3686,10,Unstable,0.31,10400.0,3.0,1.5,DECREASE,NO,,"(r,Q)",HIGH,HIGH,YES,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=359.7, SS_normal=592 SS_spike=0 → SS=592, ROP=1619, OQ=14375",2437,5085,15676,100.0,100.0,100.0,0.0,0.0,494.9486,662.4201,494.9486,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_B__MATERIAL_0151,PLANT_B,MATERIAL_0151,Smooth,Normal,1576.6134,0.4063,1.5635,0.6027,37,Unstable,0.42,3000.0,4.0,3.5,DECREASE,NO,,"(r,Q)",MEDIUM,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=1702.4, SS_normal=2800 SS_spike=0 → SS=2800, ROP=6842, OQ=40290",5139,14018,42068,100.0,100.0,100.0,0.0,0.0,339.074,326.2509,339.074,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_B__MATERIAL_0201,PLANT_B,MATERIAL_0201,Smooth,Normal,29.6618,0.2435,0.28,0.0,1,Stable,0.14,800.0,4.0,1.0,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=13.0, SS_normal=21 SS_spike=0 → SS=21, ROP=29, OQ=1416",447,585,1539,100.0,100.0,100.0,0.0,0.0,182.7167,214.917,182.7167,0.0,0.0,0.0,"(r,Q)",YES,0.0,thin_delivery_data
PLANT_B__MATERIAL_0202,PLANT_B,MATERIAL_0202,Smooth,Normal,457.0172,0.6074,0.2414,1.0269,14,Unstable,0.34,4000.0,5.0,1.0,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=218.0, SS_normal=359 SS_spike=0 → SS=359, ROP=926, OQ=46325",2301,4760,48814,100.0,100.0,100.0,0.0,0.0,88.541,91.891,88.541,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_B__MATERIAL_0203,PLANT_B,MATERIAL_0203,Smooth,Normal,1121.5982,0.5332,0.0,0.0,0,Stable,0.8,9000.0,2.0,0.0,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=0.0, SS_normal=0 SS_spike=0 → SS=0, ROP=0, OQ=2232",3185,6585,2439,100.0,100.0,100.0,0.0,0.0,9294.3965,16385.981,9294.3965,0.0,0.0,0.0,"(r,Q)",YES,0.0,thin_delivery_data
PLANT_B__MATERIAL_0211,PLANT_B,MATERIAL_0211,Smooth,Normal,78971.9613,0.5886,1.0216,0.8023,93,Unstable,0.53,250000.0,5.0,2.5,DECREASE,NO,,"(r,Q)",HIGH,MEDIUM,YES,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=92567.2, SS_normal=152260 SS_spike=0 → SS=59608(capped), ROP=298230, OQ=29804",346694,826535,30955,36.7795,35.4843,36.7795,1.2952,0.0,40657.8791,31451.552,40657.8791,0.0,2.0,96694.0,"(r,Q)",YES,2.5904,service_gain_vs_sap|stockout_reduction_vs_sap
PLANT_B__MATERIAL_0221,PLANT_B,MATERIAL_0221,Erratic,Gamma,235.1035,0.7525,2.7837,0.4134,87,Moderate,0.57,0.0,3.0,4.0,INCREASE,NO,,"(r,Q)",HIGH,HIGH,YES,"(r,Q)","(r,Q) v3 [Erratic]: σ_LTD_rob=509.0, SS_normal=837 SS_spike=135 → SS=972, ROP=2332, OQ=1574",1725,3135,1681,100.0,100.0,100.0,0.0,0.0,3535.298,2039.5211,3535.298,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_A__MATERIAL_0200,PLANT_A,MATERIAL_0200,Lumpy,Negative Binomial,153.1181,1.1931,5.6955,0.2423,20,Moderate,0.55,0.0,4.5,7.0,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"collapsed_from_negbin->(r,Q) [nb_branch_ablation]: ",3105,4755,3656,100.0,98.523,100.0,1.477,0.0,1237.0648,746.5085,1237.0648,0.0,1.0,236.0,"(r,Q)",YES,1.477,service_gain_vs_sap
PLANT_A__MATERIAL_0206,PLANT_A,MATERIAL_0206,Lumpy,Negative Binomial,79.8698,1.1729,4.8662,0.3011,32,Moderate,0.57,96.0,5.0,6.5,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"collapsed_from_negbin->(r,Q) [nb_branch_ablation]: ",1509,2343,1447,100.0,100.0,100.0,0.0,0.0,1863.5975,1122.2628,1863.5975,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_A__MATERIAL_0205,PLANT_A,MATERIAL_0205,Lumpy,Negative Binomial,79.3209,1.1727,5.1432,0.2853,28,Moderate,0.62,288.0,5.0,6.0,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"collapsed_from_negbin->(r,Q) [nb_branch_ablation]: ",1526,2378,1581,100.0,100.0,100.0,0.0,0.0,1630.3412,1089.1789,1630.3412,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_A__MATERIAL_0029,PLANT_A,MATERIAL_0029,Lumpy,Negative Binomial,97.8512,0.886,2.7734,0.4696,77,Moderate,0.54,0.0,4.0,4.5,INCREASE,NO,,NB branch,HIGH,HIGH,YES,negbin,"collapsed_from_negbin->(r,Q) [nb_branch_ablation]: ",961,1654,206,100.0,100.0,100.0,0.0,0.0,41900.5026,20000.3513,41900.5026,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_A__MATERIAL_0022,PLANT_A,MATERIAL_0022,Lumpy,Negative Binomial,258.237,1.1797,1.09,0.8497,8,Unstable,0.2,0.0,2.5,4.0,INCREASE,YES,UNSTABLE_LT_THIN_DATA|UNSTABLE_LT_SEVERE_VARIANCE|UNSTABLE_LT_SLT_INCREASE,NB branch,HIGH,HIGH,YES,negbin,"collapsed_from_negbin->(r,Q) [nb_branch_ablation]: ",1978,2953,308,100.0,100.0,100.0,0.0,0.0,58795.5057,23064.9393,58795.5057,0.0,0.0,0.0,"(r,Q)",YES,0.0,hard_flag|thin_delivery_data
PLANT_B__MATERIAL_0115,PLANT_B,MATERIAL_0115,Smooth,Normal,82.3853,0.6262,3.8259,0.3196,90,Moderate,0.66,224.0,3.8,4.0,MAINTAIN,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=191.9, SS_normal=316 SS_spike=0 → SS=316, ROP=878, OQ=225",606,1255,238,100.0,100.0,100.0,0.0,0.0,21399.0308,13705.5587,21399.0308,0.0,0.0,0.0,"(r,Q)",NO,0.0,
PLANT_B__MATERIAL_0116,PLANT_B,MATERIAL_0116,Smooth,Normal,229.1642,0.4236,3.6748,0.3541,141,Moderate,0.67,224.0,3.8,4.0,MAINTAIN,NO,,"(r,Q)",HIGH,MEDIUM,NO,"(r,Q)","(r,Q) v3 [Smooth]: σ_LTD_rob=469.4, SS_normal=772 SS_spike=0 → SS=752(capped), ROP=2052, OQ=376",1042,2780,393,100.0,100.0,100.0,0.0,0.0,36270.1983,19766.147,36270.1983,0.0,0.0,0.0,"(r,Q)",NO,0.0,
